P19	2	43	50	48	5
P8	3	99	14419	14416	14317
P117	23	55	3878	3855	3800
P68	23	5	28	5	0
P32	26	85	10157	10131	10046
P85	27	32	1482	1455	1423
P209	38	28	117	79	51
P83	40	48	3164	3124	3076
P5	50	39	2011	1961	1922
P215	55	8	63	8	0
P292	58	18	94	36	18
P78	66	72	7683	7617	7545
P102	68	1	69	1	0
P76	69	8	77	8	0
P103	73	61	4565	4492	4431
P159	80	85	10242	10162	10077
P34	80	4	84	4	0
P191	96	61	4626	4530	4469
P258	99	66	5887	5788	5722
P140	110	39	2050	1940	1901
P192	111	39	2089	1978	1939
P281	112	56	4099	3987	3931
P62	118	16	134	16	0
P91	121	28	162	41	13
P285	126	65	5561	5435	5370
P246	131	65	5626	5495	5430
P287	131	51	3509	3378	3327
P118	135	100	14717	14582	14482
P218	138	63	5243	5105	5042
P106	139	92	11741	11602	11510
P279	147	80	9422	9275	9195
P238	148	83	9905	9757	9674
P154	149	72	7755	7606	7534
P222	150	49	3309	3159	3110
P151	157	89	11021	10864	10775
P26	158	17	183	25	8
P253	167	30	1421	1254	1224
P278	169	4	173	4	0
P116	174	23	220	46	23
P286	185	94	12296	12111	12017
P53	185	41	2365	2180	2139
P217	187	72	7827	7640	7568
P123	188	23	243	55	32
P132	190	3	193	3	0
P133	190	93	12202	12012	11919
P180	191	80	9502	9311	9231
P260	194	73	7972	7778	7705
P276	195	43	2490	2295	2252
P97	198	7	208	10	3
P47	200	31	1513	1313	1282
P142	201	3	204	3	0
P179	204	25	278	74	49
P150	206	44	2663	2457	2413
P223	209	40	2324	2115	2075
P9	212	30	1451	1239	1209
P101	215	1	216	1	0
P182	217	71	7185	6968	6897
P50	229	57	4212	3983	3926
P264	233	67	6086	5853	5786
P249	234	70	6974	6740	6670
P88	236	57	4269	4033	3976
P105	238	65	5691	5453	5388
P235	238	39	2128	1890	1851
P66	238	44	2707	2469	2425
P98	238	9	252	14	5
P124	241	76	8566	8325	8249
P193	248	62	4932	4684	4622
P95	255	94	12390	12135	12041
P252	261	20	582	321	301
P213	263	98	13732	13469	13371
P227	263	94	12484	12221	12127
P298	263	98	13830	13567	13469
P39	265	15	293	28	13
P224	266	78	8950	8684	8606
P274	267	39	2167	1900	1861
P61	268	17	332	64	47
P203	271	75	8340	8069	7994
P56	272	92	11833	11561	11469
P174	273	1	274	1	0
P157	278	64	5496	5218	5154
P57	284	12	305	21	9
P37	285	28	1333	1048	1020
P296	287	46	2886	2599	2553
P82	289	69	6628	6339	6270
P168	294	77	8795	8501	8424
P17	295	97	13149	12854	12757
P152	296	60	4504	4208	4148
P161	305	26	1198	893	867
P196	311	4	315	4	0
P177	312	29	1362	1050	1021
P119	315	61	4687	4372	4311
P4	315	19	372	57	38
P73	316	11	343	27	16
P51	317	6	323	6	0
P42	325	39	2206	1881	1842
P89	326	74	8265	7939	7865
P200	340	10	353	13	3
P259	346	100	14817	14471	14371
P265	350	19	452	102	83
P128	352	86	10583	10231	10145
P7	354	62	4994	4640	4578
P272	355	78	9028	8673	8595
P149	359	98	13928	13569	13471
P11	360	79	9263	8903	8824
P3	360	46	2932	2572	2526
P228	361	100	14917	14556	14456
P30	365	13	385	20	7
P120	369	69	6697	6328	6259
P187	371	61	4748	4377	4316
P18	374	38	1934	1560	1522
P226	374	85	10327	9953	9868
P245	375	71	7256	6881	6810
P111	381	46	2978	2597	2551
P244	386	11	397	11	0
P269	387	12	409	22	10
P130	390	95	12861	12471	12376
P169	393	97	13246	12853	12756
P90	395	89	11110	10715	10626
